ip_address,abuseipdb_confidence_score,abuseipdb_total_reports,abuseipdb_num_distinct_users,ipvoid_detection_count,risk_recommended_pulsedive,virustotal_reputation,virustotal_malicious,virustotal_suspicious,virustotal_undetected,virustotal_harmless
120.234.188.85,100,783,154,11,low,-2,5,4,28,57
156.238.99.178,100,773,335,4,medium,-1,9,4,26,55
64.62.156.58,100,2745,184,14,none,-1,11,3,28,52
61.50.119.110,100,996,236,13,low,0,14,3,27,50
125.140.26.213,100,515,255,12,low,0,12,3,26,53
39.98.40.23,100,1667,98,8,low,0,9,3,29,53
217.65.82.98,100,7756,937,13,low,-5,11,4,27,52
185.184.155.22,100,398,72,3,low,-1,8,3,28,55
180.129.4.18,100,709,149,11,low,-3,13,3,26,52
60.213.27.250,100,932,154,18,low,-5,9,2,29,54
192210197121,100,676,305,3,low,-3,12,3,26,53
185.199.98.51,100,1338,223,17,medium,-5,12,4,28,50
186.96.151.198,100,6908,948,13,none,-4,13,4,27,50
46.20.146.46,85,49,22,3,medium,-1,6,4,28,56
77.82.90.210,100,4531,900,10,none,-5,13,4,28,49
114.216.5.134,100,1081,161,14,low,-3,12,3,27,52
58.48.69.230,100,1025,183,9,low,-3,8,4,29,53
216.218.206.72,100,2345,103,7,none,-1,8,3,29,54
139162182213,100,94,56,2,low,-1,6,3,29,56
49.124.153.25,100,181,61,12,medium,0,4,3,29,58
158.51.124.56,100,7090,963,13,medium,-5,11,4,27,52
122.187.227.82,100,687,173,16,none,-5,11,4,28,51
5.172.14.125,100,676,147,13,medium,-2,6,5,27,56
193151131247,100,3471,758,5,medium,-4,11,3,28,52
193163125120,100,3935,77,8,low,0,6,3,29,56
154212141198,100,14693,135,10,medium,-1,11,4,27,52
123.212.20.130,100,327,139,17,low,-4,12,3,28,51
222.252.21.30,100,4072,881,14,none,-4,15,2,28,49
45147250208,100,6038,163,12,medium,0,12,2,28,52
103.47.59.238,100,336,165,5,medium,-1,9,4,27,54
193.70.1.27,100,10747,992,13,none,-6,17,1,28,48
45.79.109.130,100,1436,102,7,none,-3,8,3,29,54
39.175.84.2,100,371,97,12,low,-2,6,3,29,56
206.168.34.139,100,8909,79,9,low,0,8,3,26,57
186.64.119.200,100,121,50,2,unknown,0,5,2,28,59
77.37.179.158,100,1014,144,19,none,-4,12,4,27,51
39174209153,100,1077,186,16,low,-5,12,2,29,51
59.126.80.9,100,1484,110,10,none,0,11,4,27,52
51.210.97.39,100,3703,815,6,low,-3,14,3,27,50
220.197.14.32,100,2433,663,9,low,-3,11,4,27,52
107.173.143.5,100,6755,981,12,none,-5,19,4,26,45
45156128116,100,734,112,8,medium,-1,11,3,27,53
152.67.216.185,100,2987,61,6,low,0,5,4,28,57
37206193131,100,1196,146,16,low,-4,13,3,27,51
85.31.47.40,100,11281,206,16,medium,-3,11,3,26,54
4.224.28.240,100,4778,862,10,low,-5,7,4,28,55
113.116.73.153,100,338,190,4,low,-1,10,4,27,53
36112132249,100,1249,520,9,medium,-4,11,4,26,53
36.137.243.67,100,570,136,8,low,0,9,4,27,54
165.22.242.112,100,177,41,4,low,0,8,3,28,55
200.75.128.224,100,114,83,2,medium,-1,7,4,28,55
51.68.231.46,100,151,42,7,none,0,8,3,28,55
45.226.72.227,100,99,28,3,low,0,7,3,29,55
147182219219,100,1059,445,5,low,-2,9,5,26,54
35.138.65.8,100,695,168,15,low,0,12,3,26,53
111.53.239.122,100,91,57,9,low,0,10,3,26,55
199.45.154.157,100,1462,271,16,low,-1,13,2,27,52
202.157.186.98,100,6191,943,7,medium,-4,11,3,28,52
125.20.16.22,100,6377,935,12,high,-5,12,3,27,52
118128165171,100,693,123,7,low,0,9,4,27,54
58.27.95.2,100,5990,872,12,low,-17,12,3,29,50
218.102.71.70,100,2595,732,10,low,-4,15,5,25,49
216.218.206.91,100,2356,89,9,none,0,5,2,31,56
31.41.81.24,100,375,124,15,high,-1,14,3,27,50
189.218.168.67,100,389,148,14,medium,-2,12,3,26,53
47.254.57.20,100,2175,91,6,low,0,5,3,29,57
107.175.185.41,100,6008,976,7,low,-4,12,3,26,53
218.92.0.252,100,10601,230,12,low,-4,19,2,25,48
218.55.177.39,100,388,127,12,high,0,10,3,27,54
219.128.55.242,100,134,63,8,low,0,10,3,27,54
103.167.90.113,100,3002,92,8,medium,0,14,3,27,50
182.215.66.232,100,5452,920,15,low,-4,16,3,26,49
157.230.51.101,100,1097,429,5,low,-1,15,2,26,51
200234230211,100,350,186,3,medium,-2,11,3,26,54
51222225104,100,2808,751,12,low,-4,10,5,26,53
64.62.197.94,100,2652,177,9,none,-1,11,1,28,54
146.88.241.144,100,155,40,2,low,0,6,3,28,57
172174183138,100,3026,763,5,low,-3,9,3,26,56
167.114.39.218,100,374,211,3,low,0,8,3,28,55
222.89.143.234,100,935,144,11,low,-4,4,4,28,58
189.28.72.180,100,1037,439,5,medium,-1,11,3,26,54
81.232.72.247,100,1226,210,13,low,-1,13,3,27,51
110.25.94.78,100,777,62,11,low,0,6,4,28,56
103.100.210.19,100,5925,932,10,medium,-5,14,4,27,49
218.78.32.25,100,2334,685,5,low,-3,12,4,27,51
159.65.161.118,100,6344,961,6,low,-5,9,3,28,54
183236239205,100,104,71,4,low,0,6,4,28,56
222.76.248.54,100,1197,168,16,low,-7,10,4,27,53
103.174.103.90,100,5565,917,4,medium,-5,13,4,27,50
108.168.110.5,100,115,40,6,medium,0,7,4,27,56
210.79.191.159,100,1514,552,9,low,-2,11,3,28,52
222.235.82.88,100,1285,231,19,low,-5,12,4,26,52
51.195.118.78,100,6441,943,7,none,-5,12,3,29,50
152.32.175.19,100,911,375,3,low,-3,11,3,26,54
8.42.227.49,100,119,65,4,medium,-1,7,3,28,56
104.254.244.52,100,1031,456,6,low,-3,12,3,26,53
190.104.25.210,100,5728,933,10,low,-16,16,2,28,48
172202176134,100,798,149,8,low,0,6,4,28,56
222.208.86.4,100,878,179,5,none,0,8,4,27,55
103.199.209.60,100,625,154,11,medium,0,11,3,26,54
111.70.32.124,100,366,93,11,critical,0,6,3,28,57
13.64.109.6,100,881,144,8,none,-3,6,4,27,57
221.10.221.104,100,1029,179,14,low,-2,11,4,27,52
150.109.67.136,100,325,167,3,low,0,7,4,28,55
193.163.125.22,100,3850,72,9,low,0,5,3,29,57
185.242.226.27,100,7611,114,9,low,-1,9,2,30,53
220.203.1.193,100,807,162,15,low,-4,11,4,27,52
199.45.154.135,100,1410,282,13,low,-2,13,2,27,52
103.172.205.14,100,1070,451,8,medium,-3,14,3,26,51
75135141150,100,250,76,12,none,-1,11,3,27,53
161.35.190.246,100,2088,117,2,low,-1,13,2,27,52
183.167.198.31,100,1057,161,16,low,-4,13,3,27,51
64.62.197.133,100,2780,187,11,none,-3,10,2,29,53
136.232.11.10,100,11259,917,11,low,-5,13,3,27,51
103.67.78.81,100,1003,463,13,medium,-3,10,5,26,53
213.124.221.2,100,1077,180,17,none,-3,11,2,28,53
156238100212,100,1008,431,4,medium,-3,13,3,26,52
80251219111,100,481,95,13,low,-2,8,4,28,54
92.205.108.83,100,6717,973,16,none,-5,16,2,28,48
193163125159,100,4355,73,7,low,0,6,2,30,56
211.48.252.35,100,343,131,10,low,0,11,4,27,52
45.79.132.41,100,2458,112,8,none,-2,9,4,27,54
81.0.165.175,100,1449,233,15,medium,-8,13,2,28,51
103.3.247.81,100,6177,965,11,low,-4,10,3,28,53
51.38.236.172,100,1664,613,10,low,-3,10,4,27,53
200.139.74.151,100,939,196,6,none,-4,8,4,27,55
64.62.197.221,100,2643,175,9,none,-3,10,2,29,53
74.82.195.39,100,2395,680,11,low,-15,13,3,28,50
65.49.20.113,100,2207,94,7,none,-1,11,3,28,52
14.54.46.84,100,1396,576,13,low,-3,13,3,27,51
2.57.219.2,100,3084,324,24,medium,-12,18,3,26,47
139.59.37.187,100,1916,134,5,low,-2,12,1,28,53
89208103230,100,6066,914,11,high,-4,14,3,28,49
50.98.54.53,100,2398,719,6,medium,-3,10,5,26,53
36.93.179.14,100,5044,906,7,low,-3,9,4,28,53
159.223.161.73,100,1352,570,11,low,-3,13,3,26,52
141.98.10.172,100,778,89,11,low,-3,14,3,26,51
141.98.10.172,100,779,90,11,low,-3,14,3,26,51
109.70.100.66,100,203,66,8,low,-3,10,5,26,53
109.70.100.66,100,199,64,8,low,-3,10,5,26,53
195230103242,100,4202,98,7,medium,0,10,2,29,53
195230103242,100,4188,97,7,medium,0,10,2,29,53
141.98.10.132,44,27,16,11,medium,-57,12,0,29,53
80.80.218.227,0,0,0,0,low,-1,6,2,31,55
118.69.55.101,1,2,1,2,none,-13,5,2,32,55
61.2.224.84,0,0,0,1,low,-1,3,1,31,59
162.243.145.20,0,0,0,2,none,0,8,2,30,54
122180255195,0,0,0,2,none,0,1,0,32,61
81.0.246.17,0,0,0,1,none,0,2,0,32,60
138.91.3.70,0,0,0,0,low,0,2,0,30,62
123.200.19.117,0,0,0,3,low,0,2,0,32,60
157.230.17.29,0,0,0,2,low,-1,6,2,30,56
141.98.11.55,3,4,1,8,low,-3,11,1,29,53
194113236177,0,0,0,4,low,0,8,1,30,55
43.134.72.95,0,0,0,1,low,0,3,0,31,60
218.92.0.34,0,1,1,8,low,-4,13,2,26,53
196.189.118.69,0,0,0,0,medium,-1,2,0,31,61
141.98.11.67,100,3428,222,8,low,-2,14,2,26,52
20151171161,0,0,0,1,low,-1,2,1,29,62
143198146239,100,7099,952,12,low,-5,12,3,26,53
172245168229,0,0,0,0,none,-1,2,1,30,61
94.102.61.24,0,0,0,3,low,-1,2,1,33,58
179.43.122.214,78,354,217,3,low,-1,10,4,28,52
158.69.111.17,0,0,0,2,none,-1,6,1,31,56
118.70.180.188,0,0,0,4,low,-1,9,1,31,53
172.105.14.77,0,0,0,0,none,0,3,0,32,59
146.19.169.228,0,0,0,2,medium,-1,4,2,31,57
165.232.70.143,0,0,0,1,none,-1,4,2,33,55
180168100230,100,1219,213,16,low,-5,16,3,27,48
141.98.11.84,100,321,146,11,low,0,15,3,26,50
191.36.156.137,0,0,0,4,low,0,5,0,32,57
179125227136,0,0,0,0,low,0,2,0,32,60
185.88.154.160,0,0,0,1,low,0,2,0,32,60
185.69.155.107,0,0,0,0,low,-1,2,0,33,59
210.245.51.208,0,0,0,2,none,0,2,0,32,60
142.93.58.158,0,0,0,2,none,-1,3,1,29,61
218.145.113.25,0,0,0,3,low,0,5,1,31,57
50225176238,100,7464,994,10,none,-5,14,3,27,50
91.224.92.22,0,59,29,7,low,0,8,1,29,56
122169103121,26,12,10,4,none,-1,2,0,33,59
80.94.95.242,3,5,2,7,medium,-1,9,1,30,54
80.94.95.240,39,140,12,5,medium,-2,10,1,28,55
80.94.95.203,0,1,1,7,medium,0,4,1,30,59
8219250100,0,0,0,0,low,-1,1,0,32,61
8219237142,0,0,0,0,low,-1,2,0,31,61
75.27.151.14,0,0,0,0,none,0,2,0,32,60
60.188.57.71,0,0,0,1,medium,0,2,0,31,61
122225203106,100,1794,268,20,low,-6,6,5,28,55
47.236.26.196,0,0,0,1,low,0,5,1,32,56
218.92.0.15,0,0,0,5,low,-1,9,3,27,55
43.156.60.191,0,0,0,2,low,-1,4,2,32,56
43.156.3.27,0,0,0,3,low,-2,6,2,30,56
43.153.74.45,0,0,0,0,low,0,2,1,31,60
123.4.184.65,0,0,0,0,none,0,8,0,32,54
124.156.208.56,0,0,0,0,low,-1,4,1,32,57
14.56.196.9,0,0,0,0,low,0,5,1,33,55
218.92.0.20,1,1,1,4,low,0,11,1,27,55
141.98.11.54,0,1,1,6,low,-1,5,0,30,59
146.190.38.28,0,1,1,3,low,-1,4,1,33,56
81.192.43.166,0,233,149,6,low,-2,10,4,29,51
87.246.7.230,0,0,0,5,low,-1,3,0,30,61
180.101.88.247,0,0,0,4,low,-1,11,0,30,53
52.172.30.44,0,0,0,5,low,-2,6,2,29,57
165154232105,0,0,0,1,medium,-1,5,1,31,57
182.70.252.174,0,1,1,3,none,0,8,0,31,55
103143171228,11,6,2,0,medium,-1,4,2,31,57
45.95.147.200,0,0,0,3,low,-2,5,1,32,56
42.2.243.207,0,0,0,1,none,0,2,0,31,61
149.127.190.57,0,0,0,0,medium,0,1,0,33,60
130.162.42.103,0,0,0,6,low,-2,8,2,31,53
218.92.0.56,0,2,2,7,low,-2,13,2,27,52
218.92.0.98,0,0,0,3,low,1,11,0,28,55
218.92.0.95,0,0,0,4,low,-1,10,0,29,55
218.92.0.51,0,0,0,9,low,0,11,2,27,54
118.151.209.21,0,0,0,1,low,-1,6,1,31,56
157.245.156.72,0,0,0,1,none,-1,3,1,31,59
84.78.93.70,0,0,0,0,none,-1,2,1,30,61
119.6.55.57,100,150,88,18,medium,-3,7,2,30,55
121.178.197.60,0,0,0,0,low,0,6,2,30,56
125.99.241.130,0,0,0,5,low,0,6,1,30,57
123.195.33.169,0,0,0,2,low,-1,3,1,31,59
43.131.244.10,0,0,0,0,low,0,4,2,32,56
221.213.63.210,0,0,0,3,low,-13,4,1,33,56
175.214.151.9,0,0,0,0,low,0,5,1,32,56
122.160.115.28,0,0,0,2,none,0,2,0,32,60
138.68.58.138,0,0,0,4,none,-1,4,1,32,57
195226194242,0,0,0,2,medium,-4,5,1,29,59
104.248.131.9,4,3,1,2,low,-3,10,0,30,54
111.70.28.86,0,0,0,2,low,0,2,0,32,60
110.49.76.244,100,3836,809,10,medium,-5,13,3,27,51
152.89.196.144,3,17,1,1,unknown,-2,4,2,31,57
188.254.0.160,0,0,0,4,low,-13,5,2,30,57
171.244.39.233,0,0,0,1,low,-1,4,1,33,56
108252209104,4,3,1,1,none,-1,1,1,31,61
112.221.4.3,100,2711,346,12,low,-3,11,5,28,50
61.177.173.36,0,0,0,4,low,0,10,1,28,55
67.80.136.201,0,0,0,0,none,0,2,1,31,60
107.170.192.7,0,0,0,0,none,0,5,0,30,59
43.137.5.202,0,0,0,0,low,0,2,0,31,61
217.219.223.36,20,9,5,1,low,0,5,2,30,57
45119212196,100,1417,419,15,medium,-4,14,3,28,49
159203179230,0,0,0,5,low,-13,11,0,29,54
125.212.248.86,100,205,138,12,medium,-1,9,3,28,54
46101127204,0,0,0,1,none,-1,5,2,31,56
43.157.26.193,0,0,0,1,low,-1,3,1,31,59
8.219.72.98,21,12,8,0,low,0,1,0,32,61
8.213.208.28,0,0,0,0,low,0,2,0,30,62
103.237.145.23,4,3,1,2,low,-1,6,2,31,55
162.243.132.15,0,0,0,2,none,-2,4,2,30,58
39165137147,0,0,0,0,low,0,3,1,31,59
27.112.79.223,0,0,0,1,low,-1,4,2,32,56
94.102.61.4,0,0,0,3,none,1,4,2,32,56
218.60.95.59,0,0,0,2,low,-1,6,1,30,57
61.63.10.84,0,0,0,1,high,0,2,0,31,61
200.31.1.49,0,0,0,1,low,-1,5,2,30,57
142.93.205.13,0,0,0,1,low,-1,2,1,30,61
157.230.22.170,0,0,0,3,low,-1,5,2,31,56
142.93.127.113,0,0,0,0,low,-1,2,1,30,61
139.99.102.232,0,0,0,2,none,-1,2,1,31,60
178.128.215.16,0,0,0,5,low,-13,9,2,29,54
178.128.98.121,0,0,0,2,none,-1,6,2,29,57
183.108.54.139,0,0,0,2,low,0,2,0,33,59
80.151.31.87,0,0,0,0,none,0,2,0,30,62
185.231.59.165,0,0,0,0,medium,0,2,0,33,59
109161120156,0,0,0,0,none,0,2,0,32,60
190.123.237.28,0,0,0,3,medium,-1,2,0,32,60
196.189.99.4,0,0,0,0,medium,0,2,0,32,60
43.156.75.234,0,0,0,0,low,0,2,1,31,60
189.90.181.225,0,0,0,1,low,0,2,0,33,59
200.89.174.178,0,0,0,1,none,-1,5,2,30,57
45.55.45.24,2,104,13,0,low,-1,2,4,30,58
8.213.27.233,0,0,0,0,low,-1,2,0,31,61
206189145158,0,0,0,3,low,-1,10,0,30,54
223.236.89.2,0,0,0,0,low,0,2,1,31,60
172.70.85.104,0,14,2,0,low,0,0,0,94,0
167.94.146.28,0,10289,122,9,medium,-1,3,3,28,60
151.101.21.140,0,1,1,0,none,0,0,0,31,63
185.46.8.135,25,9,6,0,none,0,1,0,33,60
167.94.145.85,0,5201,67,7,medium,0,6,2,29,57
162142125216,0,1639,298,17,low,-1,11,2,28,53
167.94.138.126,0,886,228,18,low,-4,11,2,26,55
172.67.201.134,0,0,0,0,none,0,0,0,94,0
162.158.129.86,0,13,5,0,low,0,0,0,94,0
17.253.13.201,0,0,0,0,none,0,0,0,94,0
172.68.110.140,0,2,1,0,low,0,1,0,32,61
162.142.125.89,0,8284,130,12,low,-2,5,3,28,58
190.124.250.13,0,0,0,1,low,-1,1,0,32,61
64.90.40.108,0,0,0,0,none,0,0,0,94,0
51.68.173.108,0,0,0,2,none,0,1,0,33,60
52.173.152.64,0,0,0,0,none,0,0,0,32,62
52.34.253.52,38,20,13,5,none,0,1,4,29,60
58.42.237.24,0,0,0,2,none,0,2,1,33,58
61177172139,0,0,0,4,low,-1,6,0,31,57
66.249.64.148,0,0,0,0,none,0,0,0,93,1
66.249.79.112,0,0,0,0,none,0,0,0,31,63
71.6.233.181,0,251,47,4,low,-1,3,0,29,62
8.8.8.8,0,134,30,0,none,541,0,0,31,63
9.9.9.9,0,6,4,0,none,11,0,0,32,62
92.222.10.177,0,0,0,1,none,-1,5,2,31,56
213.180.203.39,0,162,21,3,low,0,3,3,29,59
141.95.55.182,0,0,0,0,none,-1,5,1,30,58
20219139238,0,0,0,0,low,0,2,0,32,60
20193224172,0,0,0,0,low,0,2,0,32,60
198144159124,0,0,0,0,low,0,2,0,31,61
197.234.242.50,0,0,0,0,low,0,0,0,94,0
193.70.86.3,0,0,0,0,none,0,2,0,31,61
151101194159,0,1,1,1,none,0,0,0,30,64
35186238101,0,0,0,1,none,-127,4,1,30,59
173.249.50.36,0,0,0,0,none,0,3,0,31,60
179.60.150.118,0,0,0,3,high,-3,14,2,29,49
183.146.30.163,0,0,0,2,low,-2,8,1,31,54
184.168.121.63,0,0,0,1,none,-1,4,1,32,57
186.46.233.66,0,0,0,0,none,0,5,1,31,57
189.7.129.60,0,0,0,4,none,-13,9,1,30,54
200.118.57.190,0,0,0,3,none,-13,6,2,30,56
200.170.151.30,100,584,129,5,none,-2,11,3,27,53
201.17.131.43,0,0,0,3,none,-1,6,1,32,55
211254215197,0,0,0,2,low,-13,2,2,31,59
220118225128,100,2114,97,8,low,-2,9,4,28,53
43.134.42.198,3,1,1,1,low,-1,3,1,31,59
43.159.195.94,0,0,0,0,low,-1,5,2,30,57
45.119.85.88,0,0,0,1,medium,-1,6,2,30,56
45.124.127.53,0,0,0,4,high,0,5,1,31,57
45.145.7.29,0,0,0,0,medium,-1,2,1,31,60
46101254194,0,0,0,2,none,-13,2,1,32,59
51210177231,0,0,0,0,none,0,3,0,32,59
72.255.89.72,0,0,0,0,low,0,1,0,32,61
79.124.62.82,7,90,1,5,none,-5,5,1,31,57
8219248192,100,1241,489,4,low,-2,8,4,27,55
81.0.218.249,0,0,0,1,none,-1,5,1,31,57
177.33.40.227,0,0,0,2,low,0,2,0,31,61
82200197100,0,0,0,3,none,-1,4,1,30,59
173.249.36.50,0,0,0,0,none,0,2,0,31,61
122.187.226.14,0,0,0,4,none,0,5,1,33,55
170.64.178.90,66,37,20,4,none,-1,12,3,28,51
104.16.68.69,0,0,0,0,none,0,0,0,30,64
103154100205,0,0,0,0,medium,0,2,0,33,59
1192131153,0,0,0,2,none,-1,2,0,32,60
103135208210,4,3,1,1,low,-1,3,2,31,58
103167199179,0,1,1,1,medium,0,5,1,29,59
112157108141,4,3,1,0,low,-1,2,0,32,60
112185210208,0,0,0,0,low,-1,5,2,30,57
119.203.65.29,0,20,13,2,low,-3,6,2,31,55
121227135139,0,0,0,1,low,0,2,0,33,59
104.28.238.116,0,0,0,0,low,0,2,0,31,61
124222129169,0,0,0,0,low,0,2,0,32,60
143198147146,0,0,0,3,low,0,4,2,32,56
165.227.163.90,0,0,0,1,low,-1,3,0,32,59
139.59.101.141,0,0,0,1,low,-1,4,1,30,59
151.80.91.219,100,993,44,3,none,0,5,4,28,57
147.78.103.81,0,0,0,4,medium,-1,8,0,30,56
159.89.173.162,0,0,0,4,none,-1,5,2,31,56
142.93.194.20,0,0,0,1,low,-1,8,2,29,55
140.238.177.83,3,17,1,2,low,-13,6,2,31,55
139.95.7.163,0,0,0,1,low,0,2,1,32,59
139.59.129.247,0,2,1,1,low,-1,5,2,29,58
139.59.126.129,0,0,0,1,none,-1,3,1,30,60
107.189.6.124,100,182,61,9,none,-2,13,4,26,51
107.189.31.134,0,0,0,4,none,-1,5,1,32,56
107.189.5.121,94,147,32,9,none,-1,12,2,27,53
107.189.4.23,0,0,0,3,none,0,5,2,31,56
107.189.4.169,0,0,0,3,none,0,4,1,32,57
107.189.4.12,70,151,31,8,none,-2,11,3,27,53
107.189.31.33,84,133,27,8,none,-1,10,5,26,53
107.189.31.232,96,183,35,8,none,-1,8,3,28,55
107.189.31.225,4,3,1,4,none,0,8,1,32,53
107.189.5.7,100,169,44,8,none,-1,11,4,26,53
107.189.28.199,0,1,1,6,none,-2,8,2,30,54
107.189.30.86,100,180,38,8,none,0,12,5,26,51
107.189.30.69,100,311,80,10,none,-4,14,5,26,49
107.189.30.236,94,166,33,9,none,-1,8,3,29,54
107.189.3.11,55,82,32,6,low,-3,8,1,29,56
107.189.2.185,0,0,0,3,none,-1,5,1,32,56
107.189.2.108,100,311,73,10,none,0,10,4,26,54
107.189.14.4,80,157,27,8,none,-1,10,3,28,53
107.189.13.253,100,200,48,10,none,-2,10,4,27,53
107.189.13.184,4,3,1,4,none,0,4,1,32,57
107.189.13.180,100,237,70,8,low,-2,10,5,26,53
107.189.8.133,90,168,27,7,none,0,11,4,26,53
107.189.12.3,100,173,42,7,none,-2,10,4,27,53
107.189.7.144,100,174,41,6,none,-1,11,3,27,53
109.70.100.5,100,238,76,10,low,-4,12,3,26,53
107.189.8.181,80,157,30,8,none,-4,6,4,28,56
107.189.8.226,88,179,38,5,none,-1,5,4,27,58
107.189.11.111,82,174,35,8,none,-1,11,4,27,52
130.149.80.199,0,0,0,5,low,-2,8,2,30,54
128.31.0.13,63,87,21,11,low,-15,10,5,27,52
128127180156,46,36,12,6,medium,0,6,1,29,58
109.98.208.42,0,0,0,4,medium,-2,6,2,30,56
109.70.100.71,100,227,66,8,low,-2,12,5,26,51
109.70.100.70,100,226,72,11,low,-1,12,3,26,53
109.70.100.69,100,231,74,12,low,-3,11,4,26,53
109.70.100.68,100,220,78,8,low,-1,10,4,25,55
109.70.100.67,100,209,74,9,low,-4,11,4,26,53
109.70.100.65,100,214,74,9,low,-2,11,4,26,53
109.70.100.6,100,228,69,9,low,-3,13,3,26,52
109.70.100.4,100,250,79,13,low,-2,13,4,27,50
109.70.100.2,100,251,78,8,low,-4,11,4,26,53
109.70.100.1,100,262,80,11,low,-3,11,5,26,52
109.69.67.17,53,38,18,9,low,-12,11,6,25,52
109201133100,0,1,1,8,medium,-18,6,2,29,57
109.122.221.11,0,0,0,3,medium,0,4,1,33,56
109.104.153.22,80,92,35,6,medium,-1,6,3,27,58
107.189.8.56,97,177,40,7,none,-1,10,4,27,53
107.189.8.238,75,151,25,8,none,-1,6,2,29,57
107.189.11.166,0,0,0,4,none,0,8,2,30,54
104.244.78.233,87,143,37,10,none,-3,5,5,28,56
107.189.10.175,95,199,46,8,none,-2,11,4,26,53
104.244.79.50,93,154,35,5,none,-1,9,5,26,54
104.244.72.132,88,123,36,10,none,0,8,4,28,54
104.244.77.80,0,0,0,4,none,-2,7,2,30,55
104.244.77.79,0,0,0,4,low,-2,3,2,32,57
104.244.77.5,0,0,0,4,none,0,1,1,33,59
104.244.77.208,100,142,42,9,none,-1,11,4,26,53
104.244.77.192,75,135,33,8,none,-1,8,3,29,54
103.251.167.10,91,97,42,9,low,-2,13,3,26,52
103.251.167.20,100,487,162,14,medium,-7,17,5,26,46
104.244.74.57,4,3,1,7,none,-13,10,1,30,53
104.244.74.159,0,0,0,2,none,-1,5,2,31,56
104.192.1.138,58,50,19,6,low,-3,10,3,27,54
104.192.3.74,95,180,36,8,low,-5,12,2,27,53
107.189.10.141,0,0,0,4,none,0,5,1,32,56
104.244.73.193,100,184,37,12,none,0,8,4,27,55
104219236100,82,59,25,5,low,-2,11,3,25,55
104.244.73.190,78,157,30,7,none,-1,10,5,26,53
104.244.73.136,75,128,29,7,none,-1,6,2,30,56
104.244.79.44,100,175,38,8,none,-1,12,4,26,52
104.244.78.162,100,184,64,8,low,0,10,5,26,53
104.244.79.61,100,166,46,7,none,-1,11,4,26,53
107.189.1.9,100,155,46,7,none,-1,11,4,25,54
107.189.1.175,50,50,21,7,none,-2,12,1,28,53
103.20.222.97,0,0,0,1,medium,0,2,0,31,61
136244111163,10,6,5,3,low,0,3,1,29,61
104.244.72.115,100,290,87,12,none,-17,10,4,25,55
104219236101,0,0,0,1,low,0,4,0,31,59
135.125.55.237,0,0,0,2,none,-2,3,3,31,57
135.125.205.25,0,0,0,2,none,0,5,1,30,58
132.148.72.173,0,0,0,0,none,0,3,1,31,59
130.204.161.3,0,0,0,2,low,0,6,2,31,55
102.130.113.9,31,13,8,6,medium,-1,5,4,28,57
103.28.52.93,35,24,15,7,low,-1,8,5,27,54
102130127117,36,25,16,5,medium,0,10,2,28,54
103.253.24.18,0,0,0,3,low,0,4,1,29,60
103109101105,41,19,11,5,medium,0,3,0,30,61
125212241131,0,1,1,5,low,0,6,4,27,57
103.236.201.88,0,0,0,5,low,-1,9,2,31,52
118.163.74.160,20,17,5,6,none,0,6,2,29,57
114.199.75.111,0,0,0,1,medium,0,9,2,30,53
103.129.222.46,0,0,0,3,low,0,6,3,29,56
103.163.218.11,37,31,17,6,low,-1,5,2,28,59
103.196.37.111,58,49,25,6,low,-1,11,2,27,54
109248147148,0,0,0,0,low,0,5,1,30,58
107.189.8.5,100,201,69,7,none,-2,10,4,26,54
109.169.33.163,23,9,7,7,low,-9,9,5,27,53
108.61.189.136,22,5,4,4,low,-1,4,1,30,59
107.189.1.96,0,0,0,4,low,0,5,2,29,58
107.189.13.251,34,23,10,6,medium,0,6,2,28,58
107.189.13.254,100,143,62,10,none,-3,10,4,27,53
107.189.13.91,35,18,12,5,low,-1,3,1,30,60
107.189.14.106,56,81,16,6,none,-1,8,1,30,55
107.189.1.160,74,80,35,6,none,-19,13,2,27,52
107.189.14.43,83,137,41,7,none,0,10,4,26,54
107.189.14.57,0,1,1,2,none,-1,5,3,30,56
107174231197,0,0,0,0,none,0,4,3,30,57
107174138172,86,84,45,8,none,-1,12,5,26,51
107.172.31.165,0,0,0,0,none,0,5,2,30,57
107.189.29.103,39,24,13,6,high,0,8,3,29,54
107.172.31.146,0,0,0,0,none,0,3,2,32,57
107.172.25.67,0,0,0,1,none,0,3,0,31,60
107.172.13.143,0,0,0,0,none,0,5,2,30,57
104.244.76.170,4,3,1,5,none,-16,9,1,29,55
104.244.75.74,47,51,14,5,none,-12,8,2,29,55
104.244.74.97,52,55,13,7,none,0,10,4,27,53
107.189.7.48,0,0,0,3,none,0,5,2,32,55
104.244.74.23,43,39,15,5,medium,-22,6,2,29,57
104.244.73.43,100,202,48,8,none,-14,9,4,26,55
107.189.8.45,0,0,0,1,none,-2,3,0,31,60
108181124143,40,22,12,3,medium,0,4,2,28,60
108.181.27.205,25,14,9,5,low,-2,5,3,28,58
138.128.222.68,0,0,0,2,low,0,1,1,32,60
103.212.81.98,0,0,0,1,low,0,3,1,30,60
34120177193,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
52168117168,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
52168117175,1.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
